# new cases, moving ave @ 3
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,6.999999999999999556e-01
0.000000000000000000e+00,6.999999999999999556e-01
0.000000000000000000e+00,6.999999999999999556e-01
1.000000000000000000e+00,2.999999999999999889e-01
0.000000000000000000e+00,2.999999999999999889e-01
0.000000000000000000e+00,2.999999999999999889e-01
4.000000000000000000e+00,1.300000000000000044e+00
0.000000000000000000e+00,1.300000000000000044e+00
0.000000000000000000e+00,1.300000000000000044e+00
3.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
3.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.300000000000000044e+00
1.000000000000000000e+00,1.699999999999999956e+00
0.000000000000000000e+00,6.999999999999999556e-01
3.000000000000000000e+00,1.300000000000000044e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+00,2.700000000000000178e+00
2.000000000000000000e+00,3.299999999999999822e+00
0.000000000000000000e+00,3.299999999999999822e+00
0.000000000000000000e+00,6.999999999999999556e-01
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.999999999999999889e-01
0.000000000000000000e+00,2.999999999999999889e-01
1.300000000000000000e+01,4.700000000000000178e+00
3.000000000000000000e+00,5.299999999999999822e+00
2.000000000000000000e+00,6.000000000000000000e+00
3.000000000000000000e+00,2.700000000000000178e+00
6.000000000000000000e+00,3.700000000000000178e+00
0.000000000000000000e+00,3.000000000000000000e+00
6.000000000000000000e+00,4.000000000000000000e+00
3.000000000000000000e+00,3.000000000000000000e+00
3.000000000000000000e+00,4.000000000000000000e+00
1.000000000000000000e+00,2.299999999999999822e+00
1.000000000000000000e+00,1.699999999999999956e+00
0.000000000000000000e+00,6.999999999999999556e-01
0.000000000000000000e+00,2.999999999999999889e-01
0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.999999999999999889e-01
1.000000000000000000e+00,6.999999999999999556e-01
0.000000000000000000e+00,6.999999999999999556e-01
3.000000000000000000e+00,1.300000000000000044e+00
0.000000000000000000e+00,1.000000000000000000e+00
8.000000000000000000e+00,3.700000000000000178e+00
4.000000000000000000e+00,4.000000000000000000e+00
3.000000000000000000e+00,5.000000000000000000e+00
1.000000000000000000e+00,2.700000000000000178e+00
3.000000000000000000e+00,2.299999999999999822e+00
3.000000000000000000e+01,1.130000000000000071e+01
1.600000000000000000e+01,1.630000000000000071e+01
