individual,baseDate,branchID_16,branchID_26,branchID_222,ct,productID,r_info1_11,r_info1_113_276,r_info1_111_126,r_info3_1,r_info3_23,r_info3_4567,common_info1_0,mode,noStock,noDisplay,noSold
195,2006/9/24,0,1,0,131,79698,0,0,0,0,1,0,1,0,0,0,0
196,2006/9/24,1,0,0,205,213,0,0,1,0,1,0,0,0,0,0,0
196,2006/9/24,1,0,0,205,290,0,0,1,0,0,1,0,0,0,0,0
196,2006/9/24,1,0,0,205,6204,0,0,0,0,0,1,0,0,1,0,0
196,2006/9/24,1,0,0,205,6605,0,0,0,0,1,0,1,0,1,0,0
196,2006/9/24,1,0,0,205,6713,0,0,1,0,0,1,0,0,1,0,0
196,2006/9/24,1,0,0,205,70565,1,0,0,0,1,0,1,0,1,0,0
196,2006/9/24,1,0,0,205,70567,1,0,0,0,1,0,1,0,2,0,0
196,2006/9/24,1,0,0,205,70620,0,1,0,1,0,0,1,0,2,0,0
196,2006/9/24,1,0,0,205,70624,0,1,0,1,0,0,1,0,2,0,0
196,2006/9/24,1,0,0,205,70626,0,1,0,1,0,0,1,0,2,0,0
196,2006/9/24,1,0,0,205,70643,0,1,0,1,0,0,1,0,2,0,0
196,2006/9/24,1,0,0,205,70645,0,1,0,1,0,0,1,0,2,0,0
196,2006/9/24,1,0,0,205,70647,0,1,0,1,0,0,1,0,2,0,0
196,2006/9/24,1,0,0,205,73053,0,0,0,0,0,1,0,0,1,0,0
196,2006/9/24,1,0,0,205,73798,0,0,1,0,0,1,0,0,0,0,0
196,2006/9/24,1,0,0,205,74020,0,1,0,1,0,0,1,0,2,0,0
196,2006/9/24,1,0,0,205,74021,0,1,0,1,0,0,1,0,4,0,0
196,2006/9/24,1,0,0,205,74022,0,1,0,1,0,0,1,0,3,0,0
196,2006/9/24,1,0,0,205,74023,0,1,0,1,0,0,1,0,3,0,0
196,2006/9/24,1,0,0,205,74024,0,1,0,1,0,0,1,0,3,0,0
196,2006/9/24,1,0,0,205,74026,0,1,0,1,0,0,1,0,5,0,0
196,2006/9/24,1,0,0,205,74028,0,1,0,1,0,0,1,0,3,0,0
196,2006/9/24,1,0,0,205,74029,0,1,0,1,0,0,1,0,2,0,0
196,2006/9/24,1,0,0,205,74430,1,0,0,0,1,0,1,0,2,0,0
196,2006/9/24,1,0,0,205,74493,1,0,0,0,1,0,1,0,3,0,0
196,2006/9/24,1,0,0,205,74495,1,0,0,0,1,0,1,0,2,0,0
196,2006/9/24,1,0,0,205,74497,1,0,0,0,1,0,1,0,2,0,0
196,2006/9/24,1,0,0,205,75393,0,0,1,0,0,1,0,0,1,0,0
196,2006/9/24,1,0,0,205,75601,0,0,0,0,1,0,1,0,1,0,0
196,2006/9/24,1,0,0,205,76531,0,1,0,1,0,0,1,0,2,0,0
196,2006/9/24,1,0,0,205,76538,0,1,0,1,0,0,1,0,2,0,0
196,2006/9/24,1,0,0,205,77980,0,0,0,0,1,0,0,0,1,1,0
196,2006/9/24,1,0,0,205,78897,0,0,0,0,1,0,1,0,0,0,0
196,2006/9/24,1,0,0,205,79691,0,0,0,0,1,0,1,0,1,0,0
196,2006/9/24,1,0,0,205,79698,0,0,0,0,1,0,1,1,1,0,1
197,2006/9/27,1,0,0,322,213,0,0,1,0,1,0,0,0,0,0,0
197,2006/9/27,1,0,0,322,290,0,0,1,0,0,1,0,0,0,0,0
197,2006/9/27,1,0,0,322,6204,0,0,0,0,0,1,0,0,1,0,0
197,2006/9/27,1,0,0,322,6605,0,0,0,0,1,0,1,0,1,0,0
197,2006/9/27,1,0,0,322,6713,0,0,1,0,0,1,0,0,1,0,0
197,2006/9/27,1,0,0,322,70565,1,0,0,0,1,0,1,0,1,0,0
197,2006/9/27,1,0,0,322,70567,1,0,0,0,1,0,1,0,2,0,0
197,2006/9/27,1,0,0,322,70620,0,1,0,1,0,0,1,0,2,0,0
197,2006/9/27,1,0,0,322,70624,0,1,0,1,0,0,1,0,2,0,0
197,2006/9/27,1,0,0,322,70626,0,1,0,1,0,0,1,0,2,0,0
197,2006/9/27,1,0,0,322,70643,0,1,0,1,0,0,1,0,2,0,0
197,2006/9/27,1,0,0,322,70645,0,1,0,1,0,0,1,0,2,0,0
197,2006/9/27,1,0,0,322,70647,0,1,0,1,0,0,1,0,2,0,0
197,2006/9/27,1,0,0,322,73053,0,0,0,0,0,1,0,0,1,0,0
197,2006/9/27,1,0,0,322,73798,0,0,1,0,0,1,0,0,0,0,0
197,2006/9/27,1,0,0,322,74020,0,1,0,1,0,0,1,0,2,0,0
197,2006/9/27,1,0,0,322,74021,0,1,0,1,0,0,1,1,3,0,1
197,2006/9/27,1,0,0,322,74022,0,1,0,1,0,0,1,0,3,0,0
197,2006/9/27,1,0,0,322,74023,0,1,0,1,0,0,1,0,3,0,0
197,2006/9/27,1,0,0,322,74024,0,1,0,1,0,0,1,0,2,0,0
197,2006/9/27,1,0,0,322,74026,0,1,0,1,0,0,1,0,5,0,0
197,2006/9/27,1,0,0,322,74028,0,1,0,1,0,0,1,0,3,0,0
197,2006/9/27,1,0,0,322,74029,0,1,0,1,0,0,1,0,2,0,0
197,2006/9/27,1,0,0,322,74430,1,0,0,0,1,0,1,0,2,0,0
197,2006/9/27,1,0,0,322,74493,1,0,0,0,1,0,1,0,3,0,0
197,2006/9/27,1,0,0,322,74495,1,0,0,0,1,0,1,0,2,0,0
197,2006/9/27,1,0,0,322,74497,1,0,0,0,1,0,1,0,2,0,0
197,2006/9/27,1,0,0,322,75393,0,0,1,0,0,1,0,0,1,0,0
197,2006/9/27,1,0,0,322,75601,0,0,0,0,1,0,1,0,1,0,0
197,2006/9/27,1,0,0,322,76531,0,1,0,1,0,0,1,0,2,0,0
197,2006/9/27,1,0,0,322,76538,0,1,0,1,0,0,1,0,2,0,0
197,2006/9/27,1,0,0,322,77980,0,0,0,0,1,0,0,0,1,1,0
197,2006/9/27,1,0,0,322,78897,0,0,0,0,1,0,1,0,0,0,0
197,2006/9/27,1,0,0,322,79691,0,0,0,0,1,0,1,0,1,0,0
197,2006/9/27,1,0,0,322,79698,0,0,0,0,1,0,1,0,1,0,0
198,2006/9/27,1,0,0,322,213,0,0,1,0,1,0,0,0,0,0,0
198,2006/9/27,1,0,0,322,290,0,0,1,0,0,1,0,0,0,0,0
198,2006/9/27,1,0,0,322,6204,0,0,0,0,0,1,0,0,1,0,0
198,2006/9/27,1,0,0,322,6605,0,0,0,0,1,0,1,0,1,0,0
198,2006/9/27,1,0,0,322,6713,0,0,1,0,0,1,0,0,1,0,0
198,2006/9/27,1,0,0,322,70565,1,0,0,0,1,0,1,0,1,0,0
198,2006/9/27,1,0,0,322,70567,1,0,0,0,1,0,1,0,2,0,0
198,2006/9/27,1,0,0,322,70620,0,1,0,1,0,0,1,0,2,0,0
198,2006/9/27,1,0,0,322,70624,0,1,0,1,0,0,1,0,2,0,0
198,2006/9/27,1,0,0,322,70626,0,1,0,1,0,0,1,0,2,0,0
198,2006/9/27,1,0,0,322,70643,0,1,0,1,0,0,1,0,2,0,0
198,2006/9/27,1,0,0,322,70645,0,1,0,1,0,0,1,0,2,0,0
198,2006/9/27,1,0,0,322,70647,0,1,0,1,0,0,1,0,2,0,0
198,2006/9/27,1,0,0,322,73053,0,0,0,0,0,1,0,0,1,0,0
198,2006/9/27,1,0,0,322,73798,0,0,1,0,0,1,0,0,0,0,0
198,2006/9/27,1,0,0,322,74020,0,1,0,1,0,0,1,0,2,0,0
198,2006/9/27,1,0,0,322,74021,0,1,0,1,0,0,1,0,3,0,0
198,2006/9/27,1,0,0,322,74022,0,1,0,1,0,0,1,0,3,0,0
198,2006/9/27,1,0,0,322,74023,0,1,0,1,0,0,1,0,3,0,0
198,2006/9/27,1,0,0,322,74024,0,1,0,1,0,0,1,1,2,0,1
198,2006/9/27,1,0,0,322,74026,0,1,0,1,0,0,1,0,5,0,0
198,2006/9/27,1,0,0,322,74028,0,1,0,1,0,0,1,0,3,0,0
198,2006/9/27,1,0,0,322,74029,0,1,0,1,0,0,1,0,2,0,0
198,2006/9/27,1,0,0,322,74430,1,0,0,0,1,0,1,0,2,0,0
198,2006/9/27,1,0,0,322,74493,1,0,0,0,1,0,1,0,3,0,0
198,2006/9/27,1,0,0,322,74495,1,0,0,0,1,0,1,0,2,0,0
198,2006/9/27,1,0,0,322,74497,1,0,0,0,1,0,1,0,2,0,0
198,2006/9/27,1,0,0,322,75393,0,0,1,0,0,1,0,0,1,0,0
198,2006/9/27,1,0,0,322,75601,0,0,0,0,1,0,1,0,1,0,0
198,2006/9/27,1,0,0,322,76531,0,1,0,1,0,0,1,0,2,0,0
198,2006/9/27,1,0,0,322,76538,0,1,0,1,0,0,1,0,2,0,0
198,2006/9/27,1,0,0,322,77980,0,0,0,0,1,0,0,0,1,1,0
198,2006/9/27,1,0,0,322,78897,0,0,0,0,1,0,1,0,0,0,0
198,2006/9/27,1,0,0,322,79691,0,0,0,0,1,0,1,0,1,0,0
198,2006/9/27,1,0,0,322,79698,0,0,0,0,1,0,1,0,1,0,0
199,2006/10/1,0,1,0,270,213,0,0,1,0,1,0,0,0,1,0,0
199,2006/10/1,0,1,0,270,290,0,0,1,0,0,1,0,0,1,0,0
199,2006/10/1,0,1,0,270,6204,0,0,0,0,0,1,0,0,2,1,0
199,2006/10/1,0,1,0,270,6605,0,0,0,0,1,0,1,0,1,0,0
199,2006/10/1,0,1,0,270,6713,0,0,1,0,0,1,0,0,2,1,0
199,2006/10/1,0,1,0,270,70565,1,0,0,0,1,0,1,0,2,0,0
199,2006/10/1,0,1,0,270,70567,1,0,0,0,1,0,1,0,2,0,0
199,2006/10/1,0,1,0,270,70620,0,1,0,1,0,0,1,0,0,0,0
199,2006/10/1,0,1,0,270,70624,0,1,0,1,0,0,1,0,0,0,0
199,2006/10/1,0,1,0,270,70626,0,1,0,1,0,0,1,0,0,0,0
199,2006/10/1,0,1,0,270,70643,0,1,0,1,0,0,1,0,0,0,0
199,2006/10/1,0,1,0,270,70645,0,1,0,1,0,0,1,0,0,0,0
199,2006/10/1,0,1,0,270,70647,0,1,0,1,0,0,1,0,0,0,0
199,2006/10/1,0,1,0,270,73053,0,0,0,0,0,1,0,0,2,0,0
199,2006/10/1,0,1,0,270,73798,0,0,1,0,0,1,0,0,0,0,0
199,2006/10/1,0,1,0,270,74020,0,1,0,1,0,0,1,0,4,0,0
199,2006/10/1,0,1,0,270,74021,0,1,0,1,0,0,1,0,4,0,0
199,2006/10/1,0,1,0,270,74022,0,1,0,1,0,0,1,0,3,0,0
199,2006/10/1,0,1,0,270,74023,0,1,0,1,0,0,1,0,1,0,0
199,2006/10/1,0,1,0,270,74024,0,1,0,1,0,0,1,0,2,0,0
199,2006/10/1,0,1,0,270,74026,0,1,0,1,0,0,1,0,5,0,0
199,2006/10/1,0,1,0,270,74028,0,1,0,1,0,0,1,0,4,0,0
199,2006/10/1,0,1,0,270,74029,0,1,0,1,0,0,1,0,3,0,0
199,2006/10/1,0,1,0,270,74430,1,0,0,0,1,0,1,1,2,0,1
199,2006/10/1,0,1,0,270,74493,1,0,0,0,1,0,1,0,2,0,0
199,2006/10/1,0,1,0,270,74495,1,0,0,0,1,0,1,0,3,0,0
199,2006/10/1,0,1,0,270,74497,1,0,0,0,1,0,1,0,2,0,0
199,2006/10/1,0,1,0,270,75393,0,0,1,0,0,1,0,0,0,0,0
199,2006/10/1,0,1,0,270,75601,0,0,0,0,1,0,1,0,0,0,0
199,2006/10/1,0,1,0,270,76531,0,1,0,1,0,0,1,0,0,0,0
199,2006/10/1,0,1,0,270,76538,0,1,0,1,0,0,1,0,0,0,0
199,2006/10/1,0,1,0,270,77980,0,0,0,0,1,0,0,0,2,0,0
199,2006/10/1,0,1,0,270,78897,0,0,0,0,1,0,1,0,1,0,0
199,2006/10/1,0,1,0,270,79691,0,0,0,0,1,0,1,0,1,0,0
199,2006/10/1,0,1,0,270,79698,0,0,0,0,1,0,1,0,2,0,0
200,2006/10/2,1,0,0,229,213,0,0,1,0,1,0,0,0,1,0,0
200,2006/10/2,1,0,0,229,290,0,0,1,0,0,1,0,0,0,0,0
200,2006/10/2,1,0,0,229,6204,0,0,0,0,0,1,0,0,1,1,0
200,2006/10/2,1,0,0,229,6605,0,0,0,0,1,0,1,0,1,0,0
200,2006/10/2,1,0,0,229,6713,0,0,1,0,0,1,0,0,2,0,0
200,2006/10/2,1,0,0,229,70565,1,0,0,0,1,0,1,0,1,0,0
200,2006/10/2,1,0,0,229,70567,1,0,0,0,1,0,1,0,3,0,0
200,2006/10/2,1,0,0,229,70620,0,1,0,1,0,0,1,0,0,0,0
200,2006/10/2,1,0,0,229,70624,0,1,0,1,0,0,1,0,0,0,0
200,2006/10/2,1,0,0,229,70626,0,1,0,1,0,0,1,0,0,0,0
200,2006/10/2,1,0,0,229,70643,0,1,0,1,0,0,1,0,0,0,0
200,2006/10/2,1,0,0,229,70645,0,1,0,1,0,0,1,0,0,0,0
200,2006/10/2,1,0,0,229,70647,0,1,0,1,0,0,1,0,0,0,0
200,2006/10/2,1,0,0,229,73053,0,0,0,0,0,1,0,0,1,0,0
200,2006/10/2,1,0,0,229,73798,0,0,1,0,0,1,0,0,0,0,0
200,2006/10/2,1,0,0,229,74020,0,1,0,1,0,0,1,0,3,0,0
200,2006/10/2,1,0,0,229,74021,0,1,0,1,0,0,1,0,5,0,0
200,2006/10/2,1,0,0,229,74022,0,1,0,1,0,0,1,0,3,0,0
200,2006/10/2,1,0,0,229,74023,0,1,0,1,0,0,1,0,2,0,0
200,2006/10/2,1,0,0,229,74024,0,1,0,1,0,0,1,0,4,0,0
200,2006/10/2,1,0,0,229,74026,0,1,0,1,0,0,1,1,4,0,1
200,2006/10/2,1,0,0,229,74028,0,1,0,1,0,0,1,0,4,0,0
200,2006/10/2,1,0,0,229,74029,0,1,0,1,0,0,1,0,1,0,0
200,2006/10/2,1,0,0,229,74430,1,0,0,0,1,0,1,0,0,0,0
200,2006/10/2,1,0,0,229,74493,1,0,0,0,1,0,1,0,4,0,0
200,2006/10/2,1,0,0,229,74495,1,0,0,0,1,0,1,0,2,0,0
200,2006/10/2,1,0,0,229,74497,1,0,0,0,1,0,1,0,2,0,0
200,2006/10/2,1,0,0,229,75393,0,0,1,0,0,1,0,0,0,0,0
200,2006/10/2,1,0,0,229,75601,0,0,0,0,1,0,1,0,0,0,0
200,2006/10/2,1,0,0,229,76531,0,1,0,1,0,0,1,0,0,0,0
200,2006/10/2,1,0,0,229,76538,0,1,0,1,0,0,1,0,0,0,0
200,2006/10/2,1,0,0,229,77980,0,0,0,0,1,0,0,0,1,0,0
200,2006/10/2,1,0,0,229,78897,0,0,0,0,1,0,1,0,1,0,0
200,2006/10/2,1,0,0,229,79691,0,0,0,0,1,0,1,0,1,0,0
200,2006/10/2,1,0,0,229,79698,0,0,0,0,1,0,1,0,2,0,0
201,2006/10/2,1,0,0,229,213,0,0,1,0,1,0,0,0,1,0,0
201,2006/10/2,1,0,0,229,290,0,0,1,0,0,1,0,0,0,0,0
201,2006/10/2,1,0,0,229,6204,0,0,0,0,0,1,0,0,1,1,0
201,2006/10/2,1,0,0,229,6605,0,0,0,0,1,0,1,0,1,0,0
201,2006/10/2,1,0,0,229,6713,0,0,1,0,0,1,0,0,2,0,0
201,2006/10/2,1,0,0,229,70565,1,0,0,0,1,0,1,0,1,0,0
201,2006/10/2,1,0,0,229,70567,1,0,0,0,1,0,1,0,3,0,0
201,2006/10/2,1,0,0,229,70620,0,1,0,1,0,0,1,0,0,0,0
201,2006/10/2,1,0,0,229,70624,0,1,0,1,0,0,1,0,0,0,0
201,2006/10/2,1,0,0,229,70626,0,1,0,1,0,0,1,0,0,0,0
201,2006/10/2,1,0,0,229,70643,0,1,0,1,0,0,1,0,0,0,0
201,2006/10/2,1,0,0,229,70645,0,1,0,1,0,0,1,0,0,0,0
201,2006/10/2,1,0,0,229,70647,0,1,0,1,0,0,1,0,0,0,0
201,2006/10/2,1,0,0,229,73053,0,0,0,0,0,1,0,0,1,0,0
201,2006/10/2,1,0,0,229,73798,0,0,1,0,0,1,0,0,0,0,0
201,2006/10/2,1,0,0,229,74020,0,1,0,1,0,0,1,0,3,0,0
201,2006/10/2,1,0,0,229,74021,0,1,0,1,0,0,1,0,5,0,0
201,2006/10/2,1,0,0,229,74022,0,1,0,1,0,0,1,0,3,0,0
201,2006/10/2,1,0,0,229,74023,0,1,0,1,0,0,1,0,2,0,0
201,2006/10/2,1,0,0,229,74024,0,1,0,1,0,0,1,0,4,0,0
201,2006/10/2,1,0,0,229,74026,0,1,0,1,0,0,1,0,4,0,0
201,2006/10/2,1,0,0,229,74028,0,1,0,1,0,0,1,0,4,0,0
201,2006/10/2,1,0,0,229,74029,0,1,0,1,0,0,1,1,1,0,1
201,2006/10/2,1,0,0,229,74430,1,0,0,0,1,0,1,0,0,0,0
201,2006/10/2,1,0,0,229,74493,1,0,0,0,1,0,1,0,4,0,0
201,2006/10/2,1,0,0,229,74495,1,0,0,0,1,0,1,0,2,0,0
201,2006/10/2,1,0,0,229,74497,1,0,0,0,1,0,1,0,2,0,0
201,2006/10/2,1,0,0,229,75393,0,0,1,0,0,1,0,0,0,0,0
201,2006/10/2,1,0,0,229,75601,0,0,0,0,1,0,1,0,0,0,0
201,2006/10/2,1,0,0,229,76531,0,1,0,1,0,0,1,0,0,0,0
201,2006/10/2,1,0,0,229,76538,0,1,0,1,0,0,1,0,0,0,0
201,2006/10/2,1,0,0,229,77980,0,0,0,0,1,0,0,0,1,0,0
201,2006/10/2,1,0,0,229,78897,0,0,0,0,1,0,1,0,1,0,0
201,2006/10/2,1,0,0,229,79691,0,0,0,0,1,0,1,0,1,0,0
201,2006/10/2,1,0,0,229,79698,0,0,0,0,1,0,1,0,2,0,0
202,2006/10/6,1,0,0,290,213,0,0,1,0,1,0,0,0,1,1,0
202,2006/10/6,1,0,0,290,290,0,0,1,0,0,1,0,0,0,0,0
202,2006/10/6,1,0,0,290,6204,0,0,0,0,0,1,0,0,0,0,0
202,2006/10/6,1,0,0,290,6605,0,0,0,0,1,0,1,0,1,0,0
202,2006/10/6,1,0,0,290,6713,0,0,1,0,0,1,0,0,2,1,0
202,2006/10/6,1,0,0,290,70565,1,0,0,0,1,0,1,0,1,0,0
202,2006/10/6,1,0,0,290,70567,1,0,0,0,1,0,1,0,3,0,0
202,2006/10/6,1,0,0,290,70620,0,1,0,1,0,0,1,0,0,0,0
202,2006/10/6,1,0,0,290,70624,0,1,0,1,0,0,1,0,0,0,0
202,2006/10/6,1,0,0,290,70626,0,1,0,1,0,0,1,0,0,0,0
202,2006/10/6,1,0,0,290,70643,0,1,0,1,0,0,1,0,0,0,0
202,2006/10/6,1,0,0,290,70645,0,1,0,1,0,0,1,0,0,0,0
202,2006/10/6,1,0,0,290,70647,0,1,0,1,0,0,1,0,0,0,0
202,2006/10/6,1,0,0,290,73053,0,0,0,0,0,1,0,0,1,0,0
202,2006/10/6,1,0,0,290,73798,0,0,1,0,0,1,0,0,0,0,0
202,2006/10/6,1,0,0,290,74020,0,1,0,1,0,0,1,0,2,0,0
202,2006/10/6,1,0,0,290,74021,0,1,0,1,0,0,1,0,7,0,0
202,2006/10/6,1,0,0,290,74022,0,1,0,1,0,0,1,0,3,0,0
202,2006/10/6,1,0,0,290,74023,0,1,0,1,0,0,1,0,2,0,0
202,2006/10/6,1,0,0,290,74024,0,1,0,1,0,0,1,0,4,0,0
202,2006/10/6,1,0,0,290,74026,0,1,0,1,0,0,1,1,2,0,1
202,2006/10/6,1,0,0,290,74028,0,1,0,1,0,0,1,0,3,0,0
202,2006/10/6,1,0,0,290,74029,0,1,0,1,0,0,1,0,1,0,0
202,2006/10/6,1,0,0,290,74430,1,0,0,0,1,0,1,0,2,0,0
202,2006/10/6,1,0,0,290,74493,1,0,0,0,1,0,1,0,4,0,0
202,2006/10/6,1,0,0,290,74495,1,0,0,0,1,0,1,0,2,0,0
202,2006/10/6,1,0,0,290,74497,1,0,0,0,1,0,1,0,2,0,0
202,2006/10/6,1,0,0,290,75393,0,0,1,0,0,1,0,0,1,0,0
202,2006/10/6,1,0,0,290,75601,0,0,0,0,1,0,1,0,0,0,0
202,2006/10/6,1,0,0,290,76531,0,1,0,1,0,0,1,0,0,0,0
202,2006/10/6,1,0,0,290,76538,0,1,0,1,0,0,1,0,0,0,0
202,2006/10/6,1,0,0,290,77980,0,0,0,0,1,0,0,0,1,0,0
202,2006/10/6,1,0,0,290,78897,0,0,0,0,1,0,1,0,0,0,0
202,2006/10/6,1,0,0,290,79691,0,0,0,0,1,0,1,0,1,0,0
202,2006/10/6,1,0,0,290,79698,0,0,0,0,1,0,1,0,3,0,0
203,2006/10/6,1,0,0,290,213,0,0,1,0,1,0,0,0,1,1,0
203,2006/10/6,1,0,0,290,290,0,0,1,0,0,1,0,0,0,0,0
203,2006/10/6,1,0,0,290,6204,0,0,0,0,0,1,0,0,0,0,0
203,2006/10/6,1,0,0,290,6605,0,0,0,0,1,0,1,0,1,0,0
203,2006/10/6,1,0,0,290,6713,0,0,1,0,0,1,0,0,2,1,0
203,2006/10/6,1,0,0,290,70565,1,0,0,0,1,0,1,0,1,0,0
203,2006/10/6,1,0,0,290,70567,1,0,0,0,1,0,1,0,3,0,0
203,2006/10/6,1,0,0,290,70620,0,1,0,1,0,0,1,0,0,0,0
203,2006/10/6,1,0,0,290,70624,0,1,0,1,0,0,1,0,0,0,0
203,2006/10/6,1,0,0,290,70626,0,1,0,1,0,0,1,0,0,0,0
203,2006/10/6,1,0,0,290,70643,0,1,0,1,0,0,1,0,0,0,0
203,2006/10/6,1,0,0,290,70645,0,1,0,1,0,0,1,0,0,0,0
203,2006/10/6,1,0,0,290,70647,0,1,0,1,0,0,1,0,0,0,0
203,2006/10/6,1,0,0,290,73053,0,0,0,0,0,1,0,0,1,0,0
203,2006/10/6,1,0,0,290,73798,0,0,1,0,0,1,0,0,0,0,0
203,2006/10/6,1,0,0,290,74020,0,1,0,1,0,0,1,0,2,0,0
203,2006/10/6,1,0,0,290,74021,0,1,0,1,0,0,1,0,7,0,0
203,2006/10/6,1,0,0,290,74022,0,1,0,1,0,0,1,0,3,0,0
203,2006/10/6,1,0,0,290,74023,0,1,0,1,0,0,1,0,2,0,0
203,2006/10/6,1,0,0,290,74024,0,1,0,1,0,0,1,0,4,0,0
203,2006/10/6,1,0,0,290,74026,0,1,0,1,0,0,1,0,2,0,0
203,2006/10/6,1,0,0,290,74028,0,1,0,1,0,0,1,0,3,0,0
203,2006/10/6,1,0,0,290,74029,0,1,0,1,0,0,1,1,1,0,1
203,2006/10/6,1,0,0,290,74430,1,0,0,0,1,0,1,0,2,0,0
203,2006/10/6,1,0,0,290,74493,1,0,0,0,1,0,1,0,4,0,0
203,2006/10/6,1,0,0,290,74495,1,0,0,0,1,0,1,0,2,0,0
203,2006/10/6,1,0,0,290,74497,1,0,0,0,1,0,1,0,2,0,0
203,2006/10/6,1,0,0,290,75393,0,0,1,0,0,1,0,0,1,0,0
203,2006/10/6,1,0,0,290,75601,0,0,0,0,1,0,1,0,0,0,0
203,2006/10/6,1,0,0,290,76531,0,1,0,1,0,0,1,0,0,0,0
203,2006/10/6,1,0,0,290,76538,0,1,0,1,0,0,1,0,0,0,0
203,2006/10/6,1,0,0,290,77980,0,0,0,0,1,0,0,0,1,0,0
203,2006/10/6,1,0,0,290,78897,0,0,0,0,1,0,1,0,0,0,0
203,2006/10/6,1,0,0,290,79691,0,0,0,0,1,0,1,0,1,0,0
203,2006/10/6,1,0,0,290,79698,0,0,0,0,1,0,1,0,3,0,0
204,2006/10/9,1,0,0,236,213,0,0,1,0,1,0,0,0,0,0,0
204,2006/10/9,1,0,0,236,290,0,0,1,0,0,1,0,0,0,0,0
204,2006/10/9,1,0,0,236,6204,0,0,0,0,0,1,0,0,1,0,0
204,2006/10/9,1,0,0,236,6605,0,0,0,0,1,0,1,0,1,0,0
204,2006/10/9,1,0,0,236,6713,0,0,1,0,0,1,0,0,1,0,0
204,2006/10/9,1,0,0,236,70565,1,0,0,0,1,0,1,0,1,0,0
204,2006/10/9,1,0,0,236,70567,1,0,0,0,1,0,1,0,2,0,0
204,2006/10/9,1,0,0,236,70620,0,1,0,1,0,0,1,0,2,0,0
204,2006/10/9,1,0,0,236,70624,0,1,0,1,0,0,1,0,2,0,0
204,2006/10/9,1,0,0,236,70626,0,1,0,1,0,0,1,0,2,0,0
204,2006/10/9,1,0,0,236,70643,0,1,0,1,0,0,1,0,2,0,0
204,2006/10/9,1,0,0,236,70645,0,1,0,1,0,0,1,0,2,0,0
204,2006/10/9,1,0,0,236,70647,0,1,0,1,0,0,1,0,2,0,0
204,2006/10/9,1,0,0,236,73053,0,0,0,0,0,1,0,0,1,0,0
204,2006/10/9,1,0,0,236,73798,0,0,1,0,0,1,0,0,0,0,0
204,2006/10/9,1,0,0,236,74020,0,1,0,1,0,0,1,0,2,0,0
204,2006/10/9,1,0,0,236,74021,0,1,0,1,0,0,1,0,4,0,0
204,2006/10/9,1,0,0,236,74022,0,1,0,1,0,0,1,0,3,0,0
204,2006/10/9,1,0,0,236,74023,0,1,0,1,0,0,1,0,3,0,0
204,2006/10/9,1,0,0,236,74024,0,1,0,1,0,0,1,0,3,0,0
204,2006/10/9,1,0,0,236,74026,0,1,0,1,0,0,1,0,5,0,0
204,2006/10/9,1,0,0,236,74028,0,1,0,1,0,0,1,0,3,0,0
204,2006/10/9,1,0,0,236,74029,0,1,0,1,0,0,1,0,2,0,0
204,2006/10/9,1,0,0,236,74430,1,0,0,0,1,0,1,0,2,0,0
204,2006/10/9,1,0,0,236,74493,1,0,0,0,1,0,1,1,3,0,1
204,2006/10/9,1,0,0,236,74495,1,0,0,0,1,0,1,0,2,0,0
204,2006/10/9,1,0,0,236,74497,1,0,0,0,1,0,1,0,2,0,0
204,2006/10/9,1,0,0,236,75393,0,0,1,0,0,1,0,0,1,0,0
204,2006/10/9,1,0,0,236,75601,0,0,0,0,1,0,1,0,1,0,0
204,2006/10/9,1,0,0,236,76531,0,1,0,1,0,0,1,0,2,0,0
204,2006/10/9,1,0,0,236,76538,0,1,0,1,0,0,1,0,2,0,0
204,2006/10/9,1,0,0,236,77980,0,0,0,0,1,0,0,0,1,1,0
204,2006/10/9,1,0,0,236,78897,0,0,0,0,1,0,1,0,0,0,0
204,2006/10/9,1,0,0,236,79691,0,0,0,0,1,0,1,0,1,0,0
204,2006/10/9,1,0,0,236,79698,0,0,0,0,1,0,1,0,2,0,0
205,2006/10/12,1,0,0,182,213,0,0,1,0,1,0,0,0,0,0,0
205,2006/10/12,1,0,0,182,290,0,0,1,0,0,1,0,0,0,0,0
205,2006/10/12,1,0,0,182,6204,0,0,0,0,0,1,0,0,1,0,0
205,2006/10/12,1,0,0,182,6605,0,0,0,0,1,0,1,0,1,0,0
205,2006/10/12,1,0,0,182,6713,0,0,1,0,0,1,0,0,0,0,0
205,2006/10/12,1,0,0,182,70565,1,0,0,0,1,0,1,0,1,0,0
205,2006/10/12,1,0,0,182,70567,1,0,0,0,1,0,1,0,1,0,0
205,2006/10/12,1,0,0,182,70620,0,1,0,1,0,0,1,0,3,0,0
205,2006/10/12,1,0,0,182,70624,0,1,0,1,0,0,1,0,5,0,0
205,2006/10/12,1,0,0,182,70626,0,1,0,1,0,0,1,0,3,0,0
205,2006/10/12,1,0,0,182,70643,0,1,0,1,0,0,1,0,3,0,0
205,2006/10/12,1,0,0,182,70645,0,1,0,1,0,0,1,1,3,0,1
205,2006/10/12,1,0,0,182,70647,0,1,0,1,0,0,1,0,3,0,0
205,2006/10/12,1,0,0,182,73053,0,0,0,0,0,1,0,0,0,0,0
205,2006/10/12,1,0,0,182,73798,0,0,1,0,0,1,0,0,0,0,0
