individual,baseDate,branchID_16,branchID_26,branchID_222,ct,productID,r_info1_11,r_info1_113_276,r_info1_111_126,r_info3_1,r_info3_23,r_info3_4567,common_info1_0,mode,noStock,noDisplay,noSold
77,2005/12/26,1,0,0,348,6605,0,0,0,0,1,0,1,0,1,0,0
77,2005/12/26,1,0,0,348,6713,0,0,1,0,0,1,0,0,2,0,0
77,2005/12/26,1,0,0,348,70565,1,0,0,0,1,0,1,0,1,0,0
77,2005/12/26,1,0,0,348,70567,1,0,0,0,1,0,1,0,2,0,0
77,2005/12/26,1,0,0,348,70620,0,1,0,1,0,0,1,0,0,0,0
77,2005/12/26,1,0,0,348,70624,0,1,0,1,0,0,1,0,0,0,0
77,2005/12/26,1,0,0,348,70626,0,1,0,1,0,0,1,0,0,0,0
77,2005/12/26,1,0,0,348,70643,0,1,0,1,0,0,1,0,0,0,0
77,2005/12/26,1,0,0,348,70645,0,1,0,1,0,0,1,0,0,0,0
77,2005/12/26,1,0,0,348,70647,0,1,0,1,0,0,1,0,0,0,0
77,2005/12/26,1,0,0,348,73053,0,0,0,0,0,1,0,0,1,0,0
77,2005/12/26,1,0,0,348,73798,0,0,1,0,0,1,0,0,1,0,0
77,2005/12/26,1,0,0,348,74020,0,1,0,1,0,0,1,0,1,0,0
77,2005/12/26,1,0,0,348,74021,0,1,0,1,0,0,1,0,6,0,0
77,2005/12/26,1,0,0,348,74022,0,1,0,1,0,0,1,0,4,0,0
77,2005/12/26,1,0,0,348,74023,0,1,0,1,0,0,1,0,2,0,0
77,2005/12/26,1,0,0,348,74024,0,1,0,1,0,0,1,0,2,0,0
77,2005/12/26,1,0,0,348,74026,0,1,0,1,0,0,1,1,3,0,1
77,2005/12/26,1,0,0,348,74028,0,1,0,1,0,0,1,0,3,0,0
77,2005/12/26,1,0,0,348,74029,0,1,0,1,0,0,1,0,1,0,0
77,2005/12/26,1,0,0,348,74430,1,0,0,0,1,0,1,0,1,0,0
77,2005/12/26,1,0,0,348,74493,1,0,0,0,1,0,1,0,2,0,0
77,2005/12/26,1,0,0,348,74495,1,0,0,0,1,0,1,0,1,0,0
77,2005/12/26,1,0,0,348,74497,1,0,0,0,1,0,1,0,1,0,0
77,2005/12/26,1,0,0,348,75393,0,0,1,0,0,1,0,0,2,0,0
77,2005/12/26,1,0,0,348,75601,0,0,0,0,1,0,1,0,1,0,0
77,2005/12/26,1,0,0,348,76531,0,1,0,1,0,0,1,0,0,0,0
77,2005/12/26,1,0,0,348,76538,0,1,0,1,0,0,1,0,0,0,0
77,2005/12/26,1,0,0,348,77980,0,0,0,0,1,0,0,0,1,0,0
77,2005/12/26,1,0,0,348,78897,0,0,0,0,1,0,1,0,1,0,0
77,2005/12/26,1,0,0,348,79691,0,0,0,0,1,0,1,0,1,0,0
77,2005/12/26,1,0,0,348,79698,0,0,0,0,1,0,1,0,2,0,0
78,2006/1/1,1,0,0,292,213,0,0,1,0,1,0,0,0,1,0,0
78,2006/1/1,1,0,0,292,290,0,0,1,0,0,1,0,0,0,0,0
78,2006/1/1,1,0,0,292,6204,0,0,0,0,0,1,0,0,1,1,0
78,2006/1/1,1,0,0,292,6605,0,0,0,0,1,0,1,0,1,0,0
78,2006/1/1,1,0,0,292,6713,0,0,1,0,0,1,0,0,2,0,0
78,2006/1/1,1,0,0,292,70565,1,0,0,0,1,0,1,0,1,0,0
78,2006/1/1,1,0,0,292,70567,1,0,0,0,1,0,1,0,3,0,0
78,2006/1/1,1,0,0,292,70620,0,1,0,1,0,0,1,0,0,0,0
78,2006/1/1,1,0,0,292,70624,0,1,0,1,0,0,1,0,0,0,0
78,2006/1/1,1,0,0,292,70626,0,1,0,1,0,0,1,0,0,0,0
78,2006/1/1,1,0,0,292,70643,0,1,0,1,0,0,1,0,0,0,0
78,2006/1/1,1,0,0,292,70645,0,1,0,1,0,0,1,0,0,0,0
78,2006/1/1,1,0,0,292,70647,0,1,0,1,0,0,1,0,0,0,0
78,2006/1/1,1,0,0,292,73053,0,0,0,0,0,1,0,0,1,0,0
78,2006/1/1,1,0,0,292,73798,0,0,1,0,0,1,0,0,1,0,0
78,2006/1/1,1,0,0,292,74020,0,1,0,1,0,0,1,0,2,0,0
78,2006/1/1,1,0,0,292,74021,0,1,0,1,0,0,1,1,4,0,1
78,2006/1/1,1,0,0,292,74022,0,1,0,1,0,0,1,0,4,0,0
78,2006/1/1,1,0,0,292,74023,0,1,0,1,0,0,1,0,2,0,0
78,2006/1/1,1,0,0,292,74024,0,1,0,1,0,0,1,0,2,0,0
78,2006/1/1,1,0,0,292,74026,0,1,0,1,0,0,1,0,3,0,0
78,2006/1/1,1,0,0,292,74028,0,1,0,1,0,0,1,0,0,0,0
78,2006/1/1,1,0,0,292,74029,0,1,0,1,0,0,1,0,1,0,0
78,2006/1/1,1,0,0,292,74430,1,0,0,0,1,0,1,0,1,0,0
78,2006/1/1,1,0,0,292,74493,1,0,0,0,1,0,1,0,2,0,0
78,2006/1/1,1,0,0,292,74495,1,0,0,0,1,0,1,0,2,0,0
78,2006/1/1,1,0,0,292,74497,1,0,0,0,1,0,1,0,1,0,0
78,2006/1/1,1,0,0,292,75393,0,0,1,0,0,1,0,0,2,0,0
78,2006/1/1,1,0,0,292,75601,0,0,0,0,1,0,1,0,0,0,0
78,2006/1/1,1,0,0,292,76531,0,1,0,1,0,0,1,0,0,0,0
78,2006/1/1,1,0,0,292,76538,0,1,0,1,0,0,1,0,0,0,0
78,2006/1/1,1,0,0,292,77980,0,0,0,0,1,0,0,0,1,0,0
78,2006/1/1,1,0,0,292,78897,0,0,0,0,1,0,1,0,1,0,0
78,2006/1/1,1,0,0,292,79691,0,0,0,0,1,0,1,0,1,0,0
78,2006/1/1,1,0,0,292,79698,0,0,0,0,1,0,1,0,2,0,0
79,2006/1/1,1,0,0,292,213,0,0,1,0,1,0,0,0,1,0,0
79,2006/1/1,1,0,0,292,290,0,0,1,0,0,1,0,0,0,0,0
79,2006/1/1,1,0,0,292,6204,0,0,0,0,0,1,0,0,1,1,0
79,2006/1/1,1,0,0,292,6605,0,0,0,0,1,0,1,0,1,0,0
79,2006/1/1,1,0,0,292,6713,0,0,1,0,0,1,0,0,2,0,0
79,2006/1/1,1,0,0,292,70565,1,0,0,0,1,0,1,0,1,0,0
79,2006/1/1,1,0,0,292,70567,1,0,0,0,1,0,1,0,3,0,0
79,2006/1/1,1,0,0,292,70620,0,1,0,1,0,0,1,0,0,0,0
79,2006/1/1,1,0,0,292,70624,0,1,0,1,0,0,1,0,0,0,0
79,2006/1/1,1,0,0,292,70626,0,1,0,1,0,0,1,0,0,0,0
79,2006/1/1,1,0,0,292,70643,0,1,0,1,0,0,1,0,0,0,0
79,2006/1/1,1,0,0,292,70645,0,1,0,1,0,0,1,0,0,0,0
79,2006/1/1,1,0,0,292,70647,0,1,0,1,0,0,1,0,0,0,0
79,2006/1/1,1,0,0,292,73053,0,0,0,0,0,1,0,0,1,0,0
79,2006/1/1,1,0,0,292,73798,0,0,1,0,0,1,0,0,1,0,0
79,2006/1/1,1,0,0,292,74020,0,1,0,1,0,0,1,0,2,0,0
79,2006/1/1,1,0,0,292,74021,0,1,0,1,0,0,1,1,4,0,1
79,2006/1/1,1,0,0,292,74022,0,1,0,1,0,0,1,0,4,0,0
79,2006/1/1,1,0,0,292,74023,0,1,0,1,0,0,1,0,2,0,0
79,2006/1/1,1,0,0,292,74024,0,1,0,1,0,0,1,0,2,0,0
79,2006/1/1,1,0,0,292,74026,0,1,0,1,0,0,1,0,3,0,0
79,2006/1/1,1,0,0,292,74028,0,1,0,1,0,0,1,0,0,0,0
79,2006/1/1,1,0,0,292,74029,0,1,0,1,0,0,1,0,1,0,0
79,2006/1/1,1,0,0,292,74430,1,0,0,0,1,0,1,0,1,0,0
79,2006/1/1,1,0,0,292,74493,1,0,0,0,1,0,1,0,2,0,0
79,2006/1/1,1,0,0,292,74495,1,0,0,0,1,0,1,0,2,0,0
79,2006/1/1,1,0,0,292,74497,1,0,0,0,1,0,1,0,1,0,0
79,2006/1/1,1,0,0,292,75393,0,0,1,0,0,1,0,0,2,0,0
79,2006/1/1,1,0,0,292,75601,0,0,0,0,1,0,1,0,0,0,0
79,2006/1/1,1,0,0,292,76531,0,1,0,1,0,0,1,0,0,0,0
79,2006/1/1,1,0,0,292,76538,0,1,0,1,0,0,1,0,0,0,0
79,2006/1/1,1,0,0,292,77980,0,0,0,0,1,0,0,0,1,0,0
79,2006/1/1,1,0,0,292,78897,0,0,0,0,1,0,1,0,1,0,0
79,2006/1/1,1,0,0,292,79691,0,0,0,0,1,0,1,0,1,0,0
79,2006/1/1,1,0,0,292,79698,0,0,0,0,1,0,1,0,2,0,0
80,2006/1/10,1,0,0,167,213,0,0,1,0,1,0,0,0,0,0,0
80,2006/1/10,1,0,0,167,290,0,0,1,0,0,1,0,0,0,0,0
80,2006/1/10,1,0,0,167,6204,0,0,0,0,0,1,0,0,1,0,0
80,2006/1/10,1,0,0,167,6605,0,0,0,0,1,0,1,0,1,0,0
80,2006/1/10,1,0,0,167,6713,0,0,1,0,0,1,0,0,1,0,0
80,2006/1/10,1,0,0,167,70565,1,0,0,0,1,0,1,0,1,0,0
80,2006/1/10,1,0,0,167,70567,1,0,0,0,1,0,1,0,2,0,0
80,2006/1/10,1,0,0,167,70620,0,1,0,1,0,0,1,0,2,0,0
80,2006/1/10,1,0,0,167,70624,0,1,0,1,0,0,1,0,2,0,0
80,2006/1/10,1,0,0,167,70626,0,1,0,1,0,0,1,0,2,0,0
80,2006/1/10,1,0,0,167,70643,0,1,0,1,0,0,1,0,2,0,0
80,2006/1/10,1,0,0,167,70645,0,1,0,1,0,0,1,0,2,0,0
80,2006/1/10,1,0,0,167,70647,0,1,0,1,0,0,1,0,2,0,0
80,2006/1/10,1,0,0,167,73053,0,0,0,0,0,1,0,0,1,0,0
80,2006/1/10,1,0,0,167,73798,0,0,1,0,0,1,0,0,0,0,0
80,2006/1/10,1,0,0,167,74020,0,1,0,1,0,0,1,0,2,0,0
80,2006/1/10,1,0,0,167,74021,0,1,0,1,0,0,1,1,2,0,1
80,2006/1/10,1,0,0,167,74022,0,1,0,1,0,0,1,0,3,0,0
80,2006/1/10,1,0,0,167,74023,0,1,0,1,0,0,1,0,3,0,0
80,2006/1/10,1,0,0,167,74024,0,1,0,1,0,0,1,0,1,0,0
80,2006/1/10,1,0,0,167,74026,0,1,0,1,0,0,1,0,5,0,0
80,2006/1/10,1,0,0,167,74028,0,1,0,1,0,0,1,0,3,0,0
80,2006/1/10,1,0,0,167,74029,0,1,0,1,0,0,1,0,2,0,0
80,2006/1/10,1,0,0,167,74430,1,0,0,0,1,0,1,0,2,0,0
80,2006/1/10,1,0,0,167,74493,1,0,0,0,1,0,1,0,3,0,0
80,2006/1/10,1,0,0,167,74495,1,0,0,0,1,0,1,0,2,0,0
80,2006/1/10,1,0,0,167,74497,1,0,0,0,1,0,1,0,2,0,0
80,2006/1/10,1,0,0,167,75393,0,0,1,0,0,1,0,0,1,0,0
80,2006/1/10,1,0,0,167,75601,0,0,0,0,1,0,1,0,1,0,0
80,2006/1/10,1,0,0,167,76531,0,1,0,1,0,0,1,0,2,0,0
80,2006/1/10,1,0,0,167,76538,0,1,0,1,0,0,1,0,2,0,0
80,2006/1/10,1,0,0,167,77980,0,0,0,0,1,0,0,0,1,0,0
80,2006/1/10,1,0,0,167,78897,0,0,0,0,1,0,1,0,0,0,0
80,2006/1/10,1,0,0,167,79691,0,0,0,0,1,0,1,0,1,0,0
80,2006/1/10,1,0,0,167,79698,0,0,0,0,1,0,1,0,1,0,0
81,2006/1/10,1,0,0,167,213,0,0,1,0,1,0,0,0,0,0,0
81,2006/1/10,1,0,0,167,290,0,0,1,0,0,1,0,0,0,0,0
81,2006/1/10,1,0,0,167,6204,0,0,0,0,0,1,0,0,1,0,0
81,2006/1/10,1,0,0,167,6605,0,0,0,0,1,0,1,0,1,0,0
81,2006/1/10,1,0,0,167,6713,0,0,1,0,0,1,0,0,1,0,0
81,2006/1/10,1,0,0,167,70565,1,0,0,0,1,0,1,0,1,0,0
81,2006/1/10,1,0,0,167,70567,1,0,0,0,1,0,1,0,2,0,0
81,2006/1/10,1,0,0,167,70620,0,1,0,1,0,0,1,0,2,0,0
81,2006/1/10,1,0,0,167,70624,0,1,0,1,0,0,1,0,2,0,0
81,2006/1/10,1,0,0,167,70626,0,1,0,1,0,0,1,0,2,0,0
81,2006/1/10,1,0,0,167,70643,0,1,0,1,0,0,1,0,2,0,0
81,2006/1/10,1,0,0,167,70645,0,1,0,1,0,0,1,0,2,0,0
81,2006/1/10,1,0,0,167,70647,0,1,0,1,0,0,1,0,2,0,0
81,2006/1/10,1,0,0,167,73053,0,0,0,0,0,1,0,0,1,0,0
81,2006/1/10,1,0,0,167,73798,0,0,1,0,0,1,0,0,0,0,0
81,2006/1/10,1,0,0,167,74020,0,1,0,1,0,0,1,0,2,0,0
81,2006/1/10,1,0,0,167,74021,0,1,0,1,0,0,1,0,2,0,0
81,2006/1/10,1,0,0,167,74022,0,1,0,1,0,0,1,0,3,0,0
81,2006/1/10,1,0,0,167,74023,0,1,0,1,0,0,1,0,3,0,0
81,2006/1/10,1,0,0,167,74024,0,1,0,1,0,0,1,1,1,0,1
81,2006/1/10,1,0,0,167,74026,0,1,0,1,0,0,1,0,5,0,0
81,2006/1/10,1,0,0,167,74028,0,1,0,1,0,0,1,0,3,0,0
81,2006/1/10,1,0,0,167,74029,0,1,0,1,0,0,1,0,2,0,0
81,2006/1/10,1,0,0,167,74430,1,0,0,0,1,0,1,0,2,0,0
81,2006/1/10,1,0,0,167,74493,1,0,0,0,1,0,1,0,3,0,0
81,2006/1/10,1,0,0,167,74495,1,0,0,0,1,0,1,0,2,0,0
81,2006/1/10,1,0,0,167,74497,1,0,0,0,1,0,1,0,2,0,0
81,2006/1/10,1,0,0,167,75393,0,0,1,0,0,1,0,0,1,0,0
81,2006/1/10,1,0,0,167,75601,0,0,0,0,1,0,1,0,1,0,0
81,2006/1/10,1,0,0,167,76531,0,1,0,1,0,0,1,0,2,0,0
81,2006/1/10,1,0,0,167,76538,0,1,0,1,0,0,1,0,2,0,0
81,2006/1/10,1,0,0,167,77980,0,0,0,0,1,0,0,0,1,0,0
81,2006/1/10,1,0,0,167,78897,0,0,0,0,1,0,1,0,0,0,0
81,2006/1/10,1,0,0,167,79691,0,0,0,0,1,0,1,0,1,0,0
81,2006/1/10,1,0,0,167,79698,0,0,0,0,1,0,1,0,1,0,0
82,2006/1/11,0,0,1,575,213,0,0,1,0,1,0,0,0,0,0,0
82,2006/1/11,0,0,1,575,290,0,0,1,0,0,1,0,0,0,0,0
82,2006/1/11,0,0,1,575,6204,0,0,0,0,0,1,0,0,0,0,0
82,2006/1/11,0,0,1,575,6605,0,0,0,0,1,0,1,0,0,0,0
82,2006/1/11,0,0,1,575,6713,0,0,1,0,0,1,0,0,0,0,0
82,2006/1/11,0,0,1,575,70565,1,0,0,0,1,0,1,0,2,0,0
82,2006/1/11,0,0,1,575,70567,1,0,0,0,1,0,1,0,1,0,0
82,2006/1/11,0,0,1,575,70620,0,1,0,1,0,0,1,1,2,0,1
82,2006/1/11,0,0,1,575,70624,0,1,0,1,0,0,1,0,2,0,0
82,2006/1/11,0,0,1,575,70626,0,1,0,1,0,0,1,0,1,0,0
82,2006/1/11,0,0,1,575,70643,0,1,0,1,0,0,1,0,2,0,0
82,2006/1/11,0,0,1,575,70645,0,1,0,1,0,0,1,0,3,0,0
82,2006/1/11,0,0,1,575,70647,0,1,0,1,0,0,1,0,3,0,0
82,2006/1/11,0,0,1,575,73053,0,0,0,0,0,1,0,0,0,0,0
82,2006/1/11,0,0,1,575,73798,0,0,1,0,0,1,0,0,0,0,0
82,2006/1/11,0,0,1,575,74020,0,1,0,1,0,0,1,0,1,0,0
82,2006/1/11,0,0,1,575,74021,0,1,0,1,0,0,1,0,2,0,0
82,2006/1/11,0,0,1,575,74022,0,1,0,1,0,0,1,0,1,0,0
82,2006/1/11,0,0,1,575,74023,0,1,0,1,0,0,1,0,1,0,0
82,2006/1/11,0,0,1,575,74024,0,1,0,1,0,0,1,0,1,0,0
82,2006/1/11,0,0,1,575,74026,0,1,0,1,0,0,1,0,1,0,0
82,2006/1/11,0,0,1,575,74028,0,1,0,1,0,0,1,0,3,0,0
82,2006/1/11,0,0,1,575,74029,0,1,0,1,0,0,1,0,1,0,0
82,2006/1/11,0,0,1,575,74430,1,0,0,0,1,0,1,0,1,0,0
82,2006/1/11,0,0,1,575,74493,1,0,0,0,1,0,1,0,1,0,0
82,2006/1/11,0,0,1,575,74495,1,0,0,0,1,0,1,0,1,0,0
82,2006/1/11,0,0,1,575,74497,1,0,0,0,1,0,1,0,1,0,0
82,2006/1/11,0,0,1,575,75393,0,0,1,0,0,1,0,0,0,0,0
82,2006/1/11,0,0,1,575,75601,0,0,0,0,1,0,1,0,1,0,0
82,2006/1/11,0,0,1,575,76531,0,1,0,1,0,0,1,0,2,0,0
82,2006/1/11,0,0,1,575,76538,0,1,0,1,0,0,1,0,2,0,0
82,2006/1/11,0,0,1,575,77980,0,0,0,0,1,0,0,0,0,0,0
82,2006/1/11,0,0,1,575,78897,0,0,0,0,1,0,1,0,0,0,0
82,2006/1/11,0,0,1,575,79691,0,0,0,0,1,0,1,0,1,0,0
82,2006/1/11,0,0,1,575,79698,0,0,0,0,1,0,1,0,1,0,0
83,2006/1/11,0,0,1,575,213,0,0,1,0,1,0,0,0,0,0,0
83,2006/1/11,0,0,1,575,290,0,0,1,0,0,1,0,0,0,0,0
83,2006/1/11,0,0,1,575,6204,0,0,0,0,0,1,0,0,0,0,0
83,2006/1/11,0,0,1,575,6605,0,0,0,0,1,0,1,0,0,0,0
83,2006/1/11,0,0,1,575,6713,0,0,1,0,0,1,0,0,0,0,0
83,2006/1/11,0,0,1,575,70565,1,0,0,0,1,0,1,0,2,0,0
83,2006/1/11,0,0,1,575,70567,1,0,0,0,1,0,1,0,1,0,0
83,2006/1/11,0,0,1,575,70620,0,1,0,1,0,0,1,0,2,0,0
83,2006/1/11,0,0,1,575,70624,0,1,0,1,0,0,1,1,2,0,1
83,2006/1/11,0,0,1,575,70626,0,1,0,1,0,0,1,0,1,0,0
83,2006/1/11,0,0,1,575,70643,0,1,0,1,0,0,1,0,2,0,0
83,2006/1/11,0,0,1,575,70645,0,1,0,1,0,0,1,0,3,0,0
83,2006/1/11,0,0,1,575,70647,0,1,0,1,0,0,1,0,3,0,0
83,2006/1/11,0,0,1,575,73053,0,0,0,0,0,1,0,0,0,0,0
83,2006/1/11,0,0,1,575,73798,0,0,1,0,0,1,0,0,0,0,0
83,2006/1/11,0,0,1,575,74020,0,1,0,1,0,0,1,0,1,0,0
83,2006/1/11,0,0,1,575,74021,0,1,0,1,0,0,1,0,2,0,0
83,2006/1/11,0,0,1,575,74022,0,1,0,1,0,0,1,0,1,0,0
83,2006/1/11,0,0,1,575,74023,0,1,0,1,0,0,1,0,1,0,0
83,2006/1/11,0,0,1,575,74024,0,1,0,1,0,0,1,0,1,0,0
83,2006/1/11,0,0,1,575,74026,0,1,0,1,0,0,1,0,1,0,0
83,2006/1/11,0,0,1,575,74028,0,1,0,1,0,0,1,0,3,0,0
83,2006/1/11,0,0,1,575,74029,0,1,0,1,0,0,1,0,1,0,0
83,2006/1/11,0,0,1,575,74430,1,0,0,0,1,0,1,0,1,0,0
83,2006/1/11,0,0,1,575,74493,1,0,0,0,1,0,1,0,1,0,0
83,2006/1/11,0,0,1,575,74495,1,0,0,0,1,0,1,0,1,0,0
83,2006/1/11,0,0,1,575,74497,1,0,0,0,1,0,1,0,1,0,0
83,2006/1/11,0,0,1,575,75393,0,0,1,0,0,1,0,0,0,0,0
83,2006/1/11,0,0,1,575,75601,0,0,0,0,1,0,1,0,1,0,0
83,2006/1/11,0,0,1,575,76531,0,1,0,1,0,0,1,0,2,0,0
83,2006/1/11,0,0,1,575,76538,0,1,0,1,0,0,1,0,2,0,0
83,2006/1/11,0,0,1,575,77980,0,0,0,0,1,0,0,0,0,0,0
83,2006/1/11,0,0,1,575,78897,0,0,0,0,1,0,1,0,0,0,0
83,2006/1/11,0,0,1,575,79691,0,0,0,0,1,0,1,0,1,0,0
83,2006/1/11,0,0,1,575,79698,0,0,0,0,1,0,1,0,1,0,0
84,2006/1/12,0,0,1,377,213,0,0,1,0,1,0,0,0,0,0,0
84,2006/1/12,0,0,1,377,290,0,0,1,0,0,1,0,0,0,0,0
84,2006/1/12,0,0,1,377,6204,0,0,0,0,0,1,0,0,0,0,0
84,2006/1/12,0,0,1,377,6605,0,0,0,0,1,0,1,0,0,0,0
84,2006/1/12,0,0,1,377,6713,0,0,1,0,0,1,0,0,0,0,0
84,2006/1/12,0,0,1,377,70565,1,0,0,0,1,0,1,0,2,0,0
84,2006/1/12,0,0,1,377,70567,1,0,0,0,1,0,1,0,2,0,0
84,2006/1/12,0,0,1,377,70620,0,1,0,1,0,0,1,0,4,0,0
84,2006/1/12,0,0,1,377,70624,0,1,0,1,0,0,1,0,6,0,0
84,2006/1/12,0,0,1,377,70626,0,1,0,1,0,0,1,0,5,0,0
84,2006/1/12,0,0,1,377,70643,0,1,0,1,0,0,1,0,2,0,0
84,2006/1/12,0,0,1,377,70645,0,1,0,1,0,0,1,0,5,0,0
84,2006/1/12,0,0,1,377,70647,0,1,0,1,0,0,1,0,3,0,0
84,2006/1/12,0,0,1,377,73053,0,0,0,0,0,1,0,0,0,0,0
84,2006/1/12,0,0,1,377,73798,0,0,1,0,0,1,0,0,0,0,0
84,2006/1/12,0,0,1,377,74020,0,1,0,1,0,0,1,1,2,0,1
84,2006/1/12,0,0,1,377,74021,0,1,0,1,0,0,1,0,6,0,0
84,2006/1/12,0,0,1,377,74022,0,1,0,1,0,0,1,0,1,0,0
84,2006/1/12,0,0,1,377,74023,0,1,0,1,0,0,1,0,0,0,0
84,2006/1/12,0,0,1,377,74024,0,1,0,1,0,0,1,0,3,0,0
84,2006/1/12,0,0,1,377,74026,0,1,0,1,0,0,1,0,3,0,0
84,2006/1/12,0,0,1,377,74028,0,1,0,1,0,0,1,0,2,0,0
84,2006/1/12,0,0,1,377,74029,0,1,0,1,0,0,1,0,3,0,0
84,2006/1/12,0,0,1,377,74430,1,0,0,0,1,0,1,0,1,0,0
84,2006/1/12,0,0,1,377,74493,1,0,0,0,1,0,1,0,1,0,0
84,2006/1/12,0,0,1,377,74495,1,0,0,0,1,0,1,0,1,0,0
84,2006/1/12,0,0,1,377,74497,1,0,0,0,1,0,1,0,1,0,0
84,2006/1/12,0,0,1,377,75393,0,0,1,0,0,1,0,0,0,0,0
84,2006/1/12,0,0,1,377,75601,0,0,0,0,1,0,1,0,1,0,0
84,2006/1/12,0,0,1,377,76531,0,1,0,1,0,0,1,0,2,0,0
84,2006/1/12,0,0,1,377,76538,0,1,0,1,0,0,1,0,2,0,0
84,2006/1/12,0,0,1,377,77980,0,0,0,0,1,0,0,0,0,0,0
84,2006/1/12,0,0,1,377,78897,0,0,0,0,1,0,1,0,0,0,0
84,2006/1/12,0,0,1,377,79691,0,0,0,0,1,0,1,0,1,0,0
84,2006/1/12,0,0,1,377,79698,0,0,0,0,1,0,1,0,1,0,0
85,2006/1/12,0,0,1,377,213,0,0,1,0,1,0,0,0,0,0,0
85,2006/1/12,0,0,1,377,290,0,0,1,0,0,1,0,0,0,0,0
85,2006/1/12,0,0,1,377,6204,0,0,0,0,0,1,0,0,0,0,0
85,2006/1/12,0,0,1,377,6605,0,0,0,0,1,0,1,0,0,0,0
85,2006/1/12,0,0,1,377,6713,0,0,1,0,0,1,0,0,0,0,0
85,2006/1/12,0,0,1,377,70565,1,0,0,0,1,0,1,0,2,0,0
85,2006/1/12,0,0,1,377,70567,1,0,0,0,1,0,1,0,2,0,0
85,2006/1/12,0,0,1,377,70620,0,1,0,1,0,0,1,0,4,0,0
85,2006/1/12,0,0,1,377,70624,0,1,0,1,0,0,1,0,6,0,0
85,2006/1/12,0,0,1,377,70626,0,1,0,1,0,0,1,0,5,0,0
85,2006/1/12,0,0,1,377,70643,0,1,0,1,0,0,1,0,2,0,0
85,2006/1/12,0,0,1,377,70645,0,1,0,1,0,0,1,0,5,0,0
85,2006/1/12,0,0,1,377,70647,0,1,0,1,0,0,1,0,3,0,0
85,2006/1/12,0,0,1,377,73053,0,0,0,0,0,1,0,0,0,0,0
85,2006/1/12,0,0,1,377,73798,0,0,1,0,0,1,0,0,0,0,0
85,2006/1/12,0,0,1,377,74020,0,1,0,1,0,0,1,0,2,0,0
85,2006/1/12,0,0,1,377,74021,0,1,0,1,0,0,1,0,6,0,0
85,2006/1/12,0,0,1,377,74022,0,1,0,1,0,0,1,0,1,0,0
85,2006/1/12,0,0,1,377,74023,0,1,0,1,0,0,1,0,0,0,0
85,2006/1/12,0,0,1,377,74024,0,1,0,1,0,0,1,0,3,0,0
85,2006/1/12,0,0,1,377,74026,0,1,0,1,0,0,1,0,3,0,0
85,2006/1/12,0,0,1,377,74028,0,1,0,1,0,0,1,1,2,0,1
85,2006/1/12,0,0,1,377,74029,0,1,0,1,0,0,1,0,3,0,0
85,2006/1/12,0,0,1,377,74430,1,0,0,0,1,0,1,0,1,0,0
85,2006/1/12,0,0,1,377,74493,1,0,0,0,1,0,1,0,1,0,0
85,2006/1/12,0,0,1,377,74495,1,0,0,0,1,0,1,0,1,0,0
85,2006/1/12,0,0,1,377,74497,1,0,0,0,1,0,1,0,1,0,0
85,2006/1/12,0,0,1,377,75393,0,0,1,0,0,1,0,0,0,0,0
85,2006/1/12,0,0,1,377,75601,0,0,0,0,1,0,1,0,1,0,0
85,2006/1/12,0,0,1,377,76531,0,1,0,1,0,0,1,0,2,0,0
85,2006/1/12,0,0,1,377,76538,0,1,0,1,0,0,1,0,2,0,0
85,2006/1/12,0,0,1,377,77980,0,0,0,0,1,0,0,0,0,0,0
85,2006/1/12,0,0,1,377,78897,0,0,0,0,1,0,1,0,0,0,0
85,2006/1/12,0,0,1,377,79691,0,0,0,0,1,0,1,0,1,0,0
85,2006/1/12,0,0,1,377,79698,0,0,0,0,1,0,1,0,1,0,0
86,2006/1/17,0,0,1,520,213,0,0,1,0,1,0,0,0,0,0,0
86,2006/1/17,0,0,1,520,290,0,0,1,0,0,1,0,0,1,0,0
86,2006/1/17,0,0,1,520,6204,0,0,0,0,0,1,0,0,1,0,0
86,2006/1/17,0,0,1,520,6605,0,0,0,0,1,0,1,0,1,0,0
86,2006/1/17,0,0,1,520,6713,0,0,1,0,0,1,0,0,1,0,0
86,2006/1/17,0,0,1,520,70565,1,0,0,0,1,0,1,0,1,0,0
86,2006/1/17,0,0,1,520,70567,1,0,0,0,1,0,1,0,1,0,0
86,2006/1/17,0,0,1,520,70620,0,1,0,1,0,0,1,0,0,0,0
86,2006/1/17,0,0,1,520,70624,0,1,0,1,0,0,1,0,0,0,0
86,2006/1/17,0,0,1,520,70626,0,1,0,1,0,0,1,0,0,0,0
86,2006/1/17,0,0,1,520,70643,0,1,0,1,0,0,1,0,0,0,0
86,2006/1/17,0,0,1,520,70645,0,1,0,1,0,0,1,0,0,0,0
86,2006/1/17,0,0,1,520,70647,0,1,0,1,0,0,1,0,0,0,0
86,2006/1/17,0,0,1,520,73053,0,0,0,0,0,1,0,0,1,0,0
86,2006/1/17,0,0,1,520,73798,0,0,1,0,0,1,0,0,0,0,0
86,2006/1/17,0,0,1,520,74020,0,1,0,1,0,0,1,0,2,0,0
86,2006/1/17,0,0,1,520,74021,0,1,0,1,0,0,1,0,2,0,0
86,2006/1/17,0,0,1,520,74022,0,1,0,1,0,0,1,0,1,0,0
86,2006/1/17,0,0,1,520,74023,0,1,0,1,0,0,1,0,2,0,0
